key,display_code,edition_year,title,status,category,subcategory,compliance_mandatory,verification_level,flags,has_full_text,confidence_tier
IS 903,IS 903:1993,1993,"Specification For Fire Hose Delivery Couplings,Branch Pipe,Nozzles And Nozzle Spanner - Specification",ACTIVE,Fire Safety & Protection,Fire Fighting Fittings,True,single_source_unconfirmed,no_full_text,False,single_source
IS 915,IS 915,,Laboratory Glassware - One-mark Volumetric Flasks,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 916,IS 916,,Square Tins For Solid Products,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 996,IS 996:2009,2009,Single-Phase Small AC and Universal Electric Motors,ACTIVE,Electrical,Electric Motors,True,verified_multi_source,no_full_text,False,multi_source
IS 1003 (Part 1),IS 1003 (Part 1):2003,2003,TIMBER PANELLED AND GLAZED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1003 (Part 2),IS 1003 (Part 2):1994,1994,TIMBER PANELLED AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1008,IS 1008,,Sugar Boiled Confectionery,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1011,IS 1011,,Biscuits,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1019,IS 1019:1974,1974,RIM LATCHES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1030,IS 1030:1998,1998,Carbon Steel Castings for General Engineering Purposes,ACTIVE,Metals & Castings,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1038,IS 1038:1983,1983,"Specification For Steel Doors, Windows And Ventilators",ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 1051,IS 1051,,Pyrethrum Extracts,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1061,IS 1061,,"Disinfectant Fluids, Phenolic Type",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1065,IS 1065:1989,1989,"Bleaching Powder, Stable - Specification",ACTIVE,Chemicals,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 1065 (Part 1),IS 1065 (Part 1),,Stable Bleaching Powder Â Specification Part 1 Household And Industrial Use,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1065 (Part 2),IS 1065 (Part 2),,Stable Bleaching PowderÂSpecification Part2For Water Treatment For Drinking Purposes,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1070,IS 1070:1992,1992,Water for Analytical Laboratory Use - Specification,ACTIVE,Chemicals,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1077,IS 1077:1992,1992,Common Burnt Clay Building Bricks — Specification,ACTIVE,Construction Materials - Masonry,,False,verified_multi_source,,True,multi_source
IS 1079,IS 1079:2017,2017,Hot Rolled Carbon Steel Sheet and Strip - Specification,ACTIVE,Civil & Construction,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 1110,IS 1110,,Ferrosilicon,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 1120,IS 1120:1975,1975,COACH SCREW,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1127,IS 1127:1970,1970,DIMENSIONS AND WORKMANSHIP OF NATURAL,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1128,IS 1128:1974,1974,LIMESTONE (SLAB AND  TILES),ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1130,IS 1130:1969,1969,"MARBLE  (BLOCKS, SLABS AND TILES)",ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1148,IS 1148:1982,1982,HOT  ROLLED  STEEL RIVETS  BARS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1149,IS 1149:1982,1982,HIGH  TENSILE STEEL RIVETS BARS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1155,IS 1155,,Wheat Atta,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1159,IS 1159,,Baking Powder,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1161,IS 1161:2014,2014,Steel Tubes for Structural Purposes - Specification,ACTIVE,Civil & Construction,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 1165,IS 1165:2002,2002,Milk-Powder - Specification,ACTIVE,Food & Agriculture,Dairy Products,True,verified_multi_source,no_full_text,False,multi_source
IS 1166,IS 1166:2020,2020,"Condensed Milk, Partly Skimmed and Skimmed Condensed Milk - Specification",ACTIVE,Food & Agriculture,Dairy Products,True,needs_review,no_full_text|source_conflict_present,False,multi_source
IS 1172,IS 1172:1993,1993,"Code of Basic Requirements for Water Supply, Drainage and Sanitation",ACTIVE,Mechanical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1173,IS 1173:1978,1978,HOT ROLLED AND SLIT STEEL TEE BARS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1179,IS 1179:2002,2002,Equipment for Eye and Face Protection During Welding Operations — Specification,ACTIVE,HEALTHCARE,,,unverified,no_full_text|demo_only_unverified_source|certification_status_unknown,False,demo_only
IS 1180 (Part 1),IS 1180 (Part 1):2014,2014,"Outdoor Type Oil Immersed Distribution Transformers up to and including 2500 kVA, 33 kV",ACTIVE,Electrical,Transformers,True,verified_multi_source,no_full_text,False,multi_source
IS 1180 (Part 3),IS 1180 (Part 3),,"Outdoor/Indoor Type Liquid Immersed Distribution Transformers Up to and Including 2 500 k VA, 33 k V — Specification Part 3 Natural/Synthetic Organic Ester Liquid Immersed",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1195,IS 1195:2002,2002,BITUMEN MASTIC FOR FLOORING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1199 (Part 2),IS 1199 (Part 2):2018,2018,"Fresh Concrete - Methods of Sampling, Testing and Analysis - Workability and Consistency",ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1200 (Part 1),IS 1200 (Part 1):1992,1992,Method of Measurement of Building and Civil Engineering Works - Earthwork,ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1200 (Part 2),IS 1200 (Part 2):1974,1974,Method of Measurement of Building and Civil Engineering Works - Concrete Works,ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1223,IS 1223,,Apparatus For Determination Of Milk Fat By Gerber Method,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1230,IS 1230:1979,1979,CAST IRON RAINWATER PIPES AND FITTINGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1237,IS 1237:1980,1980,Cement Concrete Flooring Tiles - Specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 1239 (Part 1),IS 1239 (Part 1):2004,2004,"Steel Tubes, Tubulars and Other Wrought Steel Fittings — Mild Steel Tubes",ACTIVE,Structural Steel - Pipes,Steel Tubes & Pipes,True,verified_multi_source,amendment_or_verification_data_self_asserted_not_network_verified,True,multi_source
IS 1239 (Part 2),IS 1239 (Part 2):2011,2011,"Mild Steel Tubes, Tubulars and Other Wrought Steel Fittings - Part 2: Mild Steel Tubulars and Fittings",ACTIVE,Civil & Construction,,True,needs_review,no_full_text|source_conflict_present|amendment_or_verification_data_self_asserted_not_network_verified,False,multi_source
IS 1251,IS 1251,,"Zinc Phosphide, Technical",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1254,IS 1254:1991,1991,CORRUGATED ALUMINIUM SHEET,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1255,IS 1255:1983,1983,Code of Practice for Installation and Maintenance of Power Cables up to and including 33 kV Rating,ACTIVE,Electrical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 1258,IS 1258,,Bayonet Lamp Holders,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1278,IS 1278:1972,1972,FILLER RODS FOR GAS WELDING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1285,IS 1285:2002,2002,Wrought Aluminium And Aluminium Alloys-Extruded Round Tube And Hollow Sections For General Engineering Purposes,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 1293,IS 1293:2019,2019,Plugs and Socket-Outlets of Rated Voltage up to and including 250 Volts and Rated Current up to and including 16 Amperes,ACTIVE,Electrical,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 1319,IS 1319,,Edible Tapioca Starch,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1321 (Part 1),IS 1321 (Part 1),,Sisal Ropes - Part 1 : Untarred Varieties,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1322,IS 1322:1993,1993,Bitumen Felts For Water Proofing And Damp-proofing,ACTIVE,General Engineering & Consumer Goods,,,verified_multi_source,certification_status_unknown,True,multi_source
IS 1326,IS 1326:1992,1992,NON-CONIFEROUS  SAWN TIMBER,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1328,IS 1328:1996,1996,Veneered Decorative Plywood -specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 1341,IS 1341:1992,1992,Steel Butt Hinges -,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 1361,IS 1361:1978,1978,STEEL WINDOWS FOR INDUSTRIAL BUILDINGS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1363 (Part 1),IS 1363 (Part 1):2019,2019,"Hexagon Head Bolts, Screws and Nuts of Product Grade C - Part 1: Hexagon Head Bolts",ACTIVE,Civil & Construction,,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 1363 (Part 2),IS 1363 (Part 2):2002,2002,ISO 4018 : 1999,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1363 (Part 3),IS 1363 (Part 3):2002,2002,"Hexagon Head Bolts,Screws And Nuts Of Product Grade C-Part3: Hexagon Nuts (size Range M5 To M64)",ACTIVE,General Engineering & Consumer Goods,,,verified_multi_source,certification_status_unknown,True,multi_source
IS 1364 (Part 1),IS 1364 (Part 1):2002,2002,ISO 4014 : 1999,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1364 (Part 2),IS 1364 (Part 2):2002,2002,ISO 4017 : 1999,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1364 (Part 3),IS 1364 (Part 3):2002,2002,ISO 4032 : 1999,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1364 (Part 4),IS 1364 (Part 4):2003,2003,ISO 4035 : 1999,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1364 (Part 5),IS 1364 (Part 5):2002,2002,ISO 4036 : 1999,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1365,IS 1365:1978,1978,SLOTTED COUNTERSUNK HEAD SCREWS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1366,IS 1366:2002,2002,ISO 1207 - 1992 SLOTTED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1367 (Part 3),IS 1367 (Part 3):2017,2017,"Technical Supply Conditions for Threaded Steel Fasteners - Property Classes of Bolts, Screws and Studs",ACTIVE,Civil & Construction,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 1374,IS 1374,,Poultry Feeds,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1387,IS 1387:1993,1993,General Requirements for Supply of Steel,ACTIVE,Testing & Normative Reference,,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 1391 (Part 1),IS 1391 (Part 1):2017,2017,Room Air Conditioners — Part 1: Unitary Air Conditioners (Window AC Units),ACTIVE,Domestic & Consumer Appliances,HVAC & Air Conditioning,True,single_source_unconfirmed,no_full_text,False,single_source
IS 1391 (Part 2),IS 1391 (Part 2):2018,2018,Room Air Conditioners Part 2 Split Air Conditioners,ACTIVE,Domestic & Consumer Appliances,HVAC & Air Conditioning,True,single_source_unconfirmed,no_full_text,False,single_source
IS 1395,IS 1395:1982,1982,LOW AND MEDIUM ALLOY STEEL COVERED,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1417,IS 1417:2016,2016,"Gold and Gold Alloys, Silver and Silver Alloys Jewellery/Artefacts - Fineness and Marking",ACTIVE,Electronics & IT,Jewellery & Artefacts,True,verified_multi_source,no_full_text,False,multi_source
IS 1422,IS 1422,,Cotton Duck,ACTIVE,Textiles & Garments,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1445,IS 1445:1977,1977,Porcelain Insulators for Overhead Power Lines with a Nominal Voltage up to and including 1000 V,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 1460,IS 1460:2017,2017,Automotive Diesel Fuels - Specification,ACTIVE,Mechanical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 1464,IS 1464:1992,1992,CLAY RIDGE AND  CEILING TILES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1475 (Part 1),IS 1475 (Part 1),,Self-contained Drinking Water Coolers-Part1:Energy Consumption And Performance,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1478,IS 1478:1992,1992,CLAY FLOORING  TILES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 1488,IS 1488,,"Pesticides - 2, 4-d Sodium Salt, Technical",ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 1489 (Part 1),IS 1489 (Part 1):2015,2015,Portland Pozzolana Cement — Fly Ash Based — Specification,ACTIVE,Construction Materials - Cement,Cement & Concrete,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present|amendment_or_verification_data_self_asserted_not_network_verified,True,multi_source
IS 1489 (Part 2),IS 1489 (Part 2):2015,2015,Portland Pozzolana Cement - Specification - Part 2: Calcined Clay Based,ACTIVE,Civil & Construction,Cement & Concrete,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
